NPI,Specialty,state_id,gender
1225017346,Dentist,14,M
1023003407,Emergency Medicine,43,M
1427249184,Hospice and Palliative Care,35,M
1447469598,Emergency Medicine,13,M
1356360713,Orthopedic Surgery,46,M
1508832528,Family Practice,1,M
1942292511,Family Practice,46,M
1427019512,Nurse Practitioner,39,F
1962483768,Maxillofacial Surgery,43,M
1023070364,Cardiology,49,M
1992712277,Obstetrics/Gynecology,46,F
1295765063,Family Practice,9,M
1588873715,Thoracic Surgery,3,M
1134195993,Family Practice,43,F
1922178342,Emergency Medicine,5,M
1821031253,Medical Oncology,43,M
1154515385,Hand Surgery,5,F
1073581856,Dentist,5,M
1700292620,Dentist,40,M
1740289222,Orthopedic Surgery,2,M
1225353816,Nephrology,32,M
1528022753,Plastic and Reconstructive Surgery,1,M
1073664660,Hematology/Oncology,5,F
1922098169,Allergy/Immunology,42,F
1194796813,Family Practice,9,F
1811917305,Family Practice,5,M
1770529885,General Practice,9,F
1790865756,Nurse Practitioner,42,F
1225265051,Internal Medicine,21,M
1487634432,Psychiatry,4,M
1760573901,Ophthalmology,21,M
1760558092,Family Practice,35,F
1396892287,Cardiac Electrophysiology,18,M
1144243239,Physician Assistant,32,F
1457471781,Nurse Practitioner,38,F
1215958228,Dentist,33,M
1902837206,Dentist,29,M
1518985811,Internal Medicine,33,F
1063408383,Obstetrics/Gynecology,15,M
1669764346,Dentist,5,M
1386706646,Family Practice,5,M
1770772881,Nurse Practitioner,47,F
1023223849,Colon & Rectal Surgery,5,M
1386677607,Internal Medicine,5,F
1437284395,Nurse Practitioner,7,F
1679881221,Internal Medicine,13,M
1760720270,Internal Medicine,14,M
1205948544,Obstetrics/Gynecology,5,F
1861557605,Otolaryngology,13,F
1255394888,Family Practice,40,M
1619241551,Physician Assistant,37,M
1982711255,Internal Medicine,49,M
1821197385,Pulmonary Disease,5,M
1396703161,Orthopedic Surgery,5,M
1316292451,Hospitalist,49,M
1578562096,Nurse Practitioner,1,M
1689763633,Internal Medicine,10,M
1134177827,General Practice,32,F
1194893867,Dentist,20,M
1538179049,Dentist,9,M
1629090709,Family Practice,5,M
1811173321,Dentist,35,M
1629325998,Nurse Practitioner,40,F
1780832766,Internal Medicine,9,M
1588680953,Family Practice,27,M
1639124985,Emergency Medicine,13,M
1114359379,Nurse Practitioner,4,F
1336403260,Urology,10,M
1578569729,Family Practice,49,F
1538489158,Nurse Practitioner,37,F
1144331943,Physician Assistant,10,M
1043507866,Urology,13,M
1740397009,Dentist,5,M
1982614293,Cardiology,38,M
1922142124,Dentist,13,M
1154492296,Internal Medicine,32,M
1942296470,Podiatry,38,M
1295747046,Internal Medicine,12,M
1417123696,Family Practice,23,F
1396960068,Dentist,9,M
1053547042,Dentist,33,M
1326090796,Emergency Medicine,3,M
1295721322,Colorectal Surgery (formerly proctology),47,M
1992923775,Internal Medicine,20,M
1316942287,Dentist,47,F
1326024357,Internal Medicine,13,F
1659302990,Family Practice,32,M
1639386816,Specialist,32,M
1124001771,Physician Assistant,22,M
1053536250,Internal Medicine,32,M
1790713386,Emergency Medicine,46,F
1326099086,Diagnostic Radiology,49,M
1356321442,Cardiology,22,M
1619074614,Internal Medicine,9,M
1306138433,Psychiatry,5,F
1043438278,Dentist,9,M
1063411924,Internal Medicine,10,F
1447244678,Internal Medicine,9,M
1154684074,Family Practice,20,M
1447220843,Internal Medicine,36,M
1760426266,Nephrology,22,M
1013934017,Internal Medicine,23,M
1477872083,Podiatry,10,F
1124137708,Cardiology,38,M
1497758395,Optometry,14,M
1265400170,Geriatric Medicine,36,F
1497781462,Family Practice,32,M
1629088919,Dentist,13,M
1629073598,Family Practice,6,M
1710939228,Orthopedic Surgery,1,M
1861672859,Internal Medicine,18,M
1255432530,Podiatry,37,M
1417942335,Nurse Practitioner,34,F
1225026453,Dentist,35,M
1851408058,Family Practice,49,M
1346228426,Ophthalmology,43,M
1659379725,Cardiology,32,M
1003249343,Optometry,20,F
1265408421,Podiatry,13,F
1689620353,Cardiology,30,M
1801979752,Family Practice,30,M
1518905355,Internal Medicine,9,M
1063468312,Internal Medicine,35,M
1558320374,Obstetrics/Gynecology,40,F
1730205980,Podiatry,5,F
1831230655,Obstetrics/Gynecology,25,M
1164453734,Obstetrics/Gynecology,9,F
1891704193,Dentist,25,M
1841298767,Family Practice,18,M
1063492809,Gynecological/Oncology,9,M
1952515991,Dentist,5,M
1376549071,Optometry,42,F
1295990554,Neurology,20,M
1679571186,Cardiology,9,M
1063412443,Dentist,43,M
1356570923,Internal Medicine,47,M
1952615049,Internal Medicine,32,M
1346282357,Nurse Practitioner,38,F
1609809797,Obstetrics/Gynecology,42,M
1275535171,Podiatry,30,M
1396740791,Otolaryngology,18,M
1902907587,General Surgery,32,M
1548226608,Nurse Practitioner,32,F
1548255912,Internal Medicine,38,M
1972675627,Obstetrics/Gynecology,5,F
1902943145,Optometry,40,M
1184658528,Internal Medicine,7,M
1922117787,Hand Surgery,7,M
1578549523,Psychiatry,40,M
1912948647,Psychiatry,40,M
1497160162,General Surgery,21,M
1124186556,Dentist,49,M
1902117203,Dentist,22,F
1588621965,Anesthesiology,33,M
1144532870,Physician Assistant,19,F
1174593164,Neurosurgery,46,M
1669646543,Family Practice,47,M
1093742314,Obstetrics/Gynecology,25,M
1710901764,Internal Medicine,43,M
1609972959,Family Practice,25,F
1619041415,Family Practice,43,M
1083610505,Ophthalmology,4,M
1962729517,Internal Medicine,43,M
1710095401,Dentist,3,M
1346335981,Family Practice,42,M
1396738472,Emergency Medicine,32,F
1881775898,Physician Assistant,45,F
1316052590,Internal Medicine,35,M
1295967164,Dentist,29,F
1619979705,Cardiology,35,M
1265542237,Dentist,40,F
1629071105,Optometry,14,F
1356505333,Certified Clinical Nurse Specialist,35,F
1124216916,Dentist,5,M
1033319322,Psychiatry & Neurology,3,M
1124282082,Internal Medicine,13,M
1194712240,Hematology/Oncology,33,M
1447209531,Internal Medicine,43,M
1295794725,Family Practice,5,M
1225097819,Internal Medicine,13,M
1477984524,Nurse Practitioner,12,F
1386963619,Clinic/Center,9,F
1003944646,Family Practice,19,F
1609804087,Nurse Practitioner,38,F
1215920319,Family Practice,5,M
1992783393,Otolaryngology,43,M
1538365127,Internal Medicine,11,M
1477637833,Dentist,5,M
1205960788,Psychiatry,38,F
1467488916,Internal Medicine,21,F
1487991568,Nurse Practitioner,1,F
1730140104,Physician Assistant,29,M
1043347461,Nurse Practitioner,5,F
1689622268,Internal Medicine,9,F
1114951431,Family Practice,34,M
1841386711,Internal Medicine,32,M
1255423174,Pharmacist,33,M
1508157983,Internal Medicine,35,F
1952379869,Internal Medicine,16,M
1942316625,Nurse Practitioner,9,F
1295045516,Nurse Practitioner,47,F
1114923331,Family Practice,43,M
1801850086,General Surgery,37,M
1265495758,Rheumatology,46,F
1124052782,Family Practice,23,M
1760439673,Nurse Practitioner,32,F
1982606141,Nurse Practitioner,32,F
1518911460,Family Practice,38,M
1235109935,Nurse Practitioner,21,F
1134565914,Nurse Practitioner,40,F
1609101583,Nurse Practitioner,36,F
1174688790,Family Practice,42,F
1467415117,Cardiology,14,M
1255332011,Cardiology,43,M
1023050515,Internal Medicine,46,M
1851516660,Family Practice,13,M
1770515868,Obstetrics/Gynecology,1,M
1831128826,Podiatry,38,F
1043546732,Physician Assistant,32,F
1134478324,Nurse Practitioner,20,F
1932217726,Oral Surgery (dentists only),47,M
1639133838,Interventional Pain Management,10,M
1093920258,Physical Medicine and Rehabilitation,15,F
1962441477,Nurse Practitioner,23,F
1205831864,Internal Medicine,11,M
1912076613,Certified Clinical Nurse Specialist,7,F
1598100612,Nurse Practitioner,32,F
1679693402,Psychiatry & Neurology,38,F
1134314909,Dentist,5,F
1780609602,Plastic and Reconstructive Surgery,46,M
1871606541,Physician Assistant,5,M
1053500975,Dentist,3,M
1326058835,Orthopedic Surgery,43,M
1861436719,Internal Medicine,32,M
1518963487,Physician Assistant,38,F
1598768905,Pulmonary Disease,32,M
1902972029,Dentist,43,M
1831326941,Dermatology,5,M
1255381109,Cardiology,47,M
1194767806,Cardiology,24,M
1962456905,Ophthalmology,45,M
1295779007,General Surgery,24,M
1699823609,Internal Medicine,5,M
1902110265,Internal Medicine,13,F
1659473221,Nurse Practitioner,33,F
1639227184,Family Practice,32,M
1013950708,Psychiatry & Neurology,43,M
1013996701,Orthopaedic Surgery,13,M
1083662951,Family Practice,35,M
1831423912,Nurse Practitioner,35,F
1073743233,Physical Medicine and Rehabilitation,5,M
1669470308,Nephrology,30,M
1548223324,Neurology,43,M
1134198849,Internal Medicine,32,M
1194050682,Dentist,27,M
1427129485,Internal Medicine,5,M
1366478265,Internal Medicine,46,M
1851328371,Internal Medicine,13,F
1346233053,Podiatry,38,M
1669507943,Anesthesiology,24,M
1457582918,Ophthalmology,5,M
1558419457,Dentist,25,M
1528137726,Physician Assistant,19,F
1952478703,Urology,12,M
1588602916,Podiatry,32,M
1699764472,Family Practice,47,F
1588614952,Geriatric Medicine,9,M
1558661116,Otolaryngology,25,M
1659357234,Family Practice,5,F
1336331636,Nurse Practitioner,47,F
1679552350,Dermatology,25,F
1396907689,Internal Medicine,32,F
1245302397,Dentist,3,M
1821282682,Physician Assistant,6,F
1114182664,Physical Therapist,45,F
1598755431,Family Practice,38,M
1366406746,Dermatology,38,M
1235170481,Emergency Medicine,9,M
1962711739,Nurse Practitioner,23,F
1194725994,Psychiatry,38,F
1518093939,Dentist,5,M
1760461677,Podiatry,38,F
1154416048,Neuropsychiatry,32,M
1497926919,Obstetrics/Gynecology,14,F
1407067432,Obstetrics/Gynecology,47,F
1255484101,Oral Surgery (dentists only),10,M
1366564460,Plastic and Reconstructive Surgery,30,M
1720195407,Emergency Medicine,32,M
1598996647,Physician Assistant,43,F
1053584771,Oral Surgery (dentists only),21,M
1912160045,Family Practice,21,M
1003913468,Family Practice,43,M
1699747592,Family Practice,43,F
1598721243,Family Practice,40,M
1457672966,Dentist,38,M
1942245345,Orthopedic Surgery,18,M
1073557989,Psychiatry,35,F
1922001627,Hematology/Oncology,18,M
1144236027,Dentist,49,M
1659635092,Family Practice,49,M
1316991649,Nurse Practitioner,49,F
1447251566,Nurse Practitioner,32,F
1164683231,Internal Medicine,18,M
1821188640,Family Practice,47,F
1184606766,Internal Medicine,35,M
1679578124,Optometry,22,M
1841381845,Family Practice,32,M
1821205386,Dentist,5,M
1821071341,Maxillofacial Surgery,42,M
1326057407,Dentist,25,M
1811088552,Internal Medicine,33,M
1851363899,Internal Medicine,38,F
1841267150,Family Practice,43,M
1447444807,Family Practice,6,F
1083771455,Dentist,43,M
1073666095,Neurosurgery,9,M
1750391371,Psychiatry,9,M
1548517063,Nurse Practitioner,21,F
1427025980,Obstetrics/Gynecology,30,F
1952415176,Emergency Medicine,20,F
1891956587,Internal Medicine,43,M
1639338288,Internal Medicine,5,M
1053306431,Optometry,38,M
1780007971,Physician Assistant,22,F
1194904508,Pharmacist,47,M
1235106881,Obstetrics/Gynecology,5,M
1295753507,Dentist,48,M
1003825316,Physician Assistant,21,F
1982871299,Obstetrics/Gynecology,10,M
1790758662,Gastroenterology,3,M
1083795215,Internal Medicine,3,F
1306979059,Physician Assistant,10,M
1083876098,Ophthalmology,5,M
1366579252,Dentist,43,M
1184747206,Internal Medicine,43,F
1912110040,Cardiology,1,M
1659604320,Nurse Practitioner,21,F
1588691455,Pulmonary Disease,5,M
1811183650,Internal Medicine,32,F
1659300416,Nurse Practitioner,7,F
1043356736,Psychiatry & Neurology,5,F
1194731042,Podiatry,46,M
1356310452,Certified Clinical Nurse Specialist,21,F
1477710630,Nurse Practitioner,33,F
1437236882,Neurology,1,F
1508073198,Physician Assistant,13,M
1376544296,Obstetrics/Gynecology,43,F
1548225907,Family Practice,46,M
1427150549,Optometry,2,F
1609086446,Dentist,5,F
1124079140,Radiation Oncology,47,M
1023213287,Dentist,44,M
1124042007,Internal Medicine,1,M
1992807903,Colorectal Surgery (formerly proctology),13,M
1225102908,Internal Medicine,10,M
1982603460,Psychiatry,38,F
1093014441,Student in an Organized Health Care Education/Training Program,25,M
1689744906,Physician Assistant,35,M
1881632602,Dermatology,43,F
1023115334,Family Practice,24,M
1114096799,Dentist,5,M
1043279029,Family Practice,22,M
1306955455,Dentist,5,M
1699881953,Obstetrics/Gynecology,49,M
1841292554,Optometry,33,M
1588778542,Internal Medicine,5,M
1093746364,Family Practice,5,M
1588648877,Obstetrics/Gynecology,5,F
1932334786,Family Practice,40,F
1972681773,Orthopedic Surgery,5,M
1982667135,Cardiology,5,M
1659457406,Gastroenterology,43,M
1033185491,Otolaryngology,40,M
1386764884,Family Practice,13,M
1720257652,Family Practice,37,F
1588670855,Nurse Practitioner,18,F
1104979038,Family Practice,17,M
1114031085,Family Practice,9,M
1730180381,Specialist,9,F
1841304458,Gastroenterology,10,M
1134405624,Physician Assistant,3,F
1104147800,Emergency Medicine,22,M
1255374310,Family Practice,30,F
1174521629,Orthopedic Surgery,38,M
1679729750,Dentist,14,M
1629165717,Urology,21,M
1295790129,Internal Medicine,47,F
1891766259,Family Practice,35,M
1679715122,Family Practice,5,M
1811937865,Optometry,33,M
1689995086,Internal Medicine,13,F
1467489807,Internal Medicine,13,F
1255369997,Podiatry,32,M
1255585790,Physician Assistant,35,M
1578771853,Neurology,47,M
1972789766,Physician Assistant,5,F
1073500716,Optometry,24,M
1649462078,Family Practice,38,F
1831214808,Psychiatry,43,F
1043446131,Podiatry,3,M
1609197722,Family Practice,35,F
1194891101,Internal Medicine,32,F
1720051733,Family Practice,9,M
1790031318,Nurse Practitioner,7,F
1396806204,Family Practice,5,M
1750547113,Hematology/Oncology,47,F
1588687933,Otolaryngology,9,M
1912959586,Interventional Pain Management,18,M
1912059718,Internal Medicine,5,F
1790072072,Internal Medicine,3,M
1982620746,Nurse Practitioner,20,F
1285644955,Family Practice,12,M
1245299148,Internal Medicine,11,M
1215970561,Gastroenterology,4,M
1487712196,Dentist,8,M
1710012158,Specialist,5,F
1972544237,Obstetrics/Gynecology,32,F
1003996646,Nurse Practitioner,7,F
1720040801,Urology,40,M
1124048236,Orthopedic Surgery,9,M
1174518336,Gastroenterology,36,M
1881607588,Neurology,22,M
1962723130,Physician Assistant,6,F
1285673087,Family Practice,16,M
1477532679,Nurse Practitioner,48,F
1861468027,Family Practice,5,M
1194746842,Family Practice,5,M
1558322941,Family Practice,1,M
1639324825,Nephrology,1,M
1154551331,Internal Medicine,3,F
1659464824,General Surgery,22,M
1083691794,Gastroenterology,7,F
1013973734,Obstetrics/Gynecology,32,F
1528241163,Dentist,5,M
1912168501,Nephrology,43,M
1508814633,Podiatry,33,M
1265601314,Dentist,44,M
1164590196,Dentist,5,M
1346372505,Dentist,1,M
1598762197,Optometry,43,M
1972593044,Nurse Practitioner,10,F
1134269954,Internal Medicine,30,M
1699031583,Internal Medicine,13,M
1598732471,Dermatology,9,F
1417218850,Family Practice,32,F
1407862352,Dentist,31,M
1922106483,Optometry,14,F
1508869900,Family Practice,14,M
1588703508,Psychiatry & Neurology,23,F
1770539355,Podiatry,5,M
1780614537,Dermatology,30,M
1316032097,Otolaryngology,35,M
1821109646,Nurse Practitioner,22,F
1750635876,Physician Assistant,5,F
1467565515,Family Practice,40,M
1285929224,Psychiatry & Neurology,13,F
1285653931,Internal Medicine,32,M
1649417437,Hematology/Oncology,30,M
1053303024,Ophthalmology,3,M
1346210887,Cardiology,8,M
1578690566,Ophthalmology,37,M
1114251675,Dentist,32,M
1932180627,Nurse Practitioner,20,F
1538182225,Ophthalmology,9,M
1497724728,Ophthalmology,28,M
1083059729,Physician Assistant,38,F
1801187489,Nurse Practitioner,42,F
1144489543,Family Practice,9,F
1225111321,Family Practice,27,M
1184601197,General Surgery,21,F
1306067715,Dentist,20,M
1811001167,Family Practice,22,M
1285916346,Dentist,3,F
1104894203,Emergency Medicine,38,M
1134298581,Family Practice,43,M
1497838080,Dentist,46,M
1508846866,Family Practice,9,F
1538167838,Internal Medicine,9,M
1932188257,Pediatric Medicine,33,M
1831311190,Endocrinology,33,F
1356455034,Dentist,43,F
1255588778,Nurse Practitioner,33,F
1942391446,Nurse Practitioner,18,F
1942563150,Student in an Organized Health Care Education/Training Program,5,F
1699745034,Orthopedic Surgery,32,M
1326043167,Obstetrics/Gynecology,42,M
1245264654,Psychiatry,19,M
1508092305,Family Practice,13,M
1336217892,Dentist,5,F
1467786418,Physician Assistant,6,F
1821387754,Student in an Organized Health Care Education/Training Program,25,M
1205821477,Critical Care (Intensivists),5,M
1477500403,Critical Care (Intensivists),20,M
1003983065,Internal Medicine,38,M
1750394888,Optometry,38,M
1366618811,Dentist,5,M
1578520672,Hand Surgery,1,M
1992705859,Physical Medicine and Rehabilitation,32,M
1447338009,Orthopedic Surgery,5,M
1164592812,Nurse Practitioner,32,F
1164445227,Nurse Practitioner,5,F
1841361573,Certified Clinical Nurse Specialist,21,F
1487798161,Anesthesiology,24,M
1154318251,Physician Assistant,7,F
1164715397,Family Practice,32,M
1528234531,Nurse Practitioner,21,F
1982705836,Internal Medicine,42,M
1902863962,Ophthalmology,43,M
1225350275,Physician Assistant,42,F
1417961731,Nurse Practitioner,20,F
1407959976,Internal Medicine,40,M
1437102019,Physician Assistant,32,M
1578832697,Physician Assistant,5,F
1306129697,Physician Assistant,6,F
1043273543,Cardiology,31,F
1295700912,Obstetrics/Gynecology,31,F
1841347333,Optometry,35,M
1457308868,Emergency Medicine,5,M
1902884950,Podiatry,38,M
1275528184,Emergency Medicine,25,M
1558411645,Nurse Practitioner,13,F
1073688206,Optometry,40,M
1770518318,Otolaryngology,13,M
1225145758,General Surgery,49,M
1649263617,Internal Medicine,33,M
1962550756,Family Practice,5,M
1992077630,Nurse Practitioner,30,F
1679911762,Family Practice,10,M
1598958282,Physician Assistant,13,F
1578512646,Plastic and Reconstructive Surgery,4,M
1164597399,Physician Assistant,9,F
1750341236,Internal Medicine,9,M
1538189527,Certified Clinical Nurse Specialist,36,F
1396070835,Nurse Practitioner,1,F
1700019643,Physician Assistant,20,M
1821382292,Family Practice,38,M
1528040581,Radiation Oncology,33,M
1396780144,Family Practice,49,M
1649294752,Podiatry,25,M
1316990765,Emergency Medicine,43,M
1821210600,Physician Assistant,43,M
1669481107,Nephrology,5,M
1497184709,Physician Assistant,7,F
1699707075,Orthopedic Surgery,46,M
1801819222,Physician Assistant,3,F
1861816555,Nurse Practitioner,9,M
1023227493,General Surgery,46,M
1295843852,Physician Assistant,32,M
1427138619,Ophthalmology,5,M
1245250455,Physician Assistant,5,M
1467430025,Internal Medicine,13,M
1912933698,Dentist,32,M
1821062043,Nurse Practitioner,6,F
1780722371,Cardiology,43,M
1619928249,Internal Medicine,14,M
1649413774,Physician Assistant,10,F
1306917331,Urology,5,M
1891791232,Internal Medicine,47,M
1588976500,Family Practice,10,F
1922231232,Dentist,18,F
1164519625,Dentist,23,M
1366679318,Urology,40,M
1164417879,Neurology,32,F
1386612034,Internal Medicine,9,M
1841384732,Internal Medicine,11,F
1962556035,Allergy/Immunology,5,M
1316937634,Maxillofacial Surgery,25,M
1811004435,Vascular Surgery,3,M
1194083048,Student in an Organized Health Care Education/Training Program,36,M
1407025745,Emergency Medicine,22,M
1164438651,Obstetrics/Gynecology,5,M
1568442366,Optometry,4,M
1891130738,Psychiatry & Neurology,21,M
1750463519,Internal Medicine,30,M
1700989977,Dentist,5,F
1720028111,Nurse Practitioner,37,F
1982986816,Nurse Practitioner,46,F
1568553030,Family Practice,5,M
1477535284,Family Practice,13,F
1700910825,Internal Medicine,32,M
1447323852,Dentist,22,F
1891791703,Internal Medicine,5,M
1245258987,General Surgery,1,F
1316116338,Orthopedic Surgery,35,M
1740294016,Family Practice,23,M
1861719932,Nurse Practitioner,49,F
1972691962,Internal Medicine,13,M
1376590232,Emergency Medicine,17,M
1427023811,Dermatology,20,M
1073774774,Ophthalmology,38,M
1780639450,Internal Medicine,22,M
1558317990,Hematology/Oncology,22,F
1477614790,Ophthalmology,5,M
1528179777,Family Practice,46,F
